ledger_row,finding_id,run_id,severity,finding_code,tickera_event_id,woo_product_id,woo_variation_id,observed_scope,expected_scope,source_risk_code,wordpress_producer,wordpress_evidence_field,wordpress_evidence_state,feed_json_path,phoenix_parser,phoenix_normalizer,finding_emitter,classification,classification_reason,confidence,proposed_phase_5b_action,requires_wordpress_change,requires_phoenix_change,requires_contract_version_change
57,f6197b58-b257-49ae-b49d-465056367558,3efd208f-b148-4568-8591-13d968399081,blocking,payment_plan,,109740,,product,product,payment_plan,normalize_catalog_row,product_semantics.payment_plan,unknown,catalog_rows[].product_semantics.payment_plan,WordPressFeedResponse.parse_page/1,Normalizer.product_semantic_fact/4,Normalizer.source_risk_findings/1,C_unknown_by_design,WordPress deliberately reports payment_plan as unknown because no reviewed authoritative source is defined,high,Define authoritative payment_plan evidence states and preserve unknown as blocking,true,true,true
58,5fa8fb77-b890-4446-b7dd-fd66812048af,3efd208f-b148-4568-8591-13d968399081,blocking,payment_plan,,109741,,product,product,payment_plan,normalize_catalog_row,product_semantics.payment_plan,unknown,catalog_rows[].product_semantics.payment_plan,WordPressFeedResponse.parse_page/1,Normalizer.product_semantic_fact/4,Normalizer.source_risk_findings/1,C_unknown_by_design,WordPress deliberately reports payment_plan as unknown because no reviewed authoritative source is defined,high,Define authoritative payment_plan evidence states and preserve unknown as blocking,true,true,true
59,9c7d9bf0-4ca5-40ff-8d63-46ac7fb65c0f,3efd208f-b148-4568-8591-13d968399081,blocking,unknown_product_semantics,,,100346,variation,product,unknown_product_semantics,normalize_catalog_row,product_semantics,all_closed_dimensions_unknown_on_parent_product,catalog_rows[].product_semantics + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,E_scope_or_duplication,Parent product semantic evidence is serialized on a variation row then targeted to the variation solely because woo_variation_id is present,high,Separate parent product risk facts from variation identity and reject scope-incompatible codes,true,true,true
60,f661db83-df43-425a-ab91-f9cda5e18035,3efd208f-b148-4568-8591-13d968399081,blocking,unknown_product_semantics,,,100347,variation,product,unknown_product_semantics,normalize_catalog_row,product_semantics,all_closed_dimensions_unknown_on_parent_product,catalog_rows[].product_semantics + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,E_scope_or_duplication,Parent product semantic evidence is serialized on a variation row then targeted to the variation solely because woo_variation_id is present,high,Separate parent product risk facts from variation identity and reject scope-incompatible codes,true,true,true
61,02805c23-6cd8-4202-bfd3-f1fee242c024,3efd208f-b148-4568-8591-13d968399081,blocking,unknown_product_semantics,,,100349,variation,product,unknown_product_semantics,normalize_catalog_row,product_semantics,all_closed_dimensions_unknown_on_parent_product,catalog_rows[].product_semantics + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,E_scope_or_duplication,Parent product semantic evidence is serialized on a variation row then targeted to the variation solely because woo_variation_id is present,high,Separate parent product risk facts from variation identity and reject scope-incompatible codes,true,true,true
62,7e30ce57-e292-4be5-a19a-123f858b1584,3efd208f-b148-4568-8591-13d968399081,blocking,unknown_product_semantics,,,100350,variation,product,unknown_product_semantics,normalize_catalog_row,product_semantics,all_closed_dimensions_unknown_on_parent_product,catalog_rows[].product_semantics + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,E_scope_or_duplication,Parent product semantic evidence is serialized on a variation row then targeted to the variation solely because woo_variation_id is present,high,Separate parent product risk facts from variation identity and reject scope-incompatible codes,true,true,true
63,bb726126-564e-4f8c-9384-5dd5d98ce96c,3efd208f-b148-4568-8591-13d968399081,blocking,unknown_product_semantics,,,109159,variation,product,unknown_product_semantics,normalize_catalog_row,product_semantics,all_closed_dimensions_unknown_on_parent_product,catalog_rows[].product_semantics + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,E_scope_or_duplication,Parent product semantic evidence is serialized on a variation row then targeted to the variation solely because woo_variation_id is present,high,Separate parent product risk facts from variation identity and reject scope-incompatible codes,true,true,true
64,c5c1598a-422d-4289-9265-623944c372ce,3efd208f-b148-4568-8591-13d968399081,blocking,unknown_product_semantics,,,109162,variation,product,unknown_product_semantics,normalize_catalog_row,product_semantics,all_closed_dimensions_unknown_on_parent_product,catalog_rows[].product_semantics + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,E_scope_or_duplication,Parent product semantic evidence is serialized on a variation row then targeted to the variation solely because woo_variation_id is present,high,Separate parent product risk facts from variation identity and reject scope-incompatible codes,true,true,true
65,9d6ffe9d-bc1b-48e9-9dab-875344e19450,3efd208f-b148-4568-8591-13d968399081,blocking,unknown_product_semantics,,,109165,variation,product,unknown_product_semantics,normalize_catalog_row,product_semantics,all_closed_dimensions_unknown_on_parent_product,catalog_rows[].product_semantics + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,E_scope_or_duplication,Parent product semantic evidence is serialized on a variation row then targeted to the variation solely because woo_variation_id is present,high,Separate parent product risk facts from variation identity and reject scope-incompatible codes,true,true,true
66,cf258fb0-a55d-4904-be4c-eec6c6632b84,3efd208f-b148-4568-8591-13d968399081,blocking,unknown_product_semantics,,,109167,variation,product,unknown_product_semantics,normalize_catalog_row,product_semantics,all_closed_dimensions_unknown_on_parent_product,catalog_rows[].product_semantics + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,E_scope_or_duplication,Parent product semantic evidence is serialized on a variation row then targeted to the variation solely because woo_variation_id is present,high,Separate parent product risk facts from variation identity and reject scope-incompatible codes,true,true,true
67,18934294-7f2f-4d38-abd9-51622dd3b62b,3efd208f-b148-4568-8591-13d968399081,blocking,unknown_product_semantics,,,109171,variation,product,unknown_product_semantics,normalize_catalog_row,product_semantics,all_closed_dimensions_unknown_on_parent_product,catalog_rows[].product_semantics + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,E_scope_or_duplication,Parent product semantic evidence is serialized on a variation row then targeted to the variation solely because woo_variation_id is present,high,Separate parent product risk facts from variation identity and reject scope-incompatible codes,true,true,true
68,4463415c-c311-473c-8369-28836b197b8d,3efd208f-b148-4568-8591-13d968399081,blocking,unknown_product_semantics,,,109174,variation,product,unknown_product_semantics,normalize_catalog_row,product_semantics,all_closed_dimensions_unknown_on_parent_product,catalog_rows[].product_semantics + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,E_scope_or_duplication,Parent product semantic evidence is serialized on a variation row then targeted to the variation solely because woo_variation_id is present,high,Separate parent product risk facts from variation identity and reject scope-incompatible codes,true,true,true
69,363fa81d-be94-49c6-983c-2f6430f0caa9,3efd208f-b148-4568-8591-13d968399081,blocking,unknown_product_semantics,,,109177,variation,product,unknown_product_semantics,normalize_catalog_row,product_semantics,all_closed_dimensions_unknown_on_parent_product,catalog_rows[].product_semantics + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,E_scope_or_duplication,Parent product semantic evidence is serialized on a variation row then targeted to the variation solely because woo_variation_id is present,high,Separate parent product risk facts from variation identity and reject scope-incompatible codes,true,true,true
70,e36b73f9-9071-4fd7-b4f7-604292046adb,3efd208f-b148-4568-8591-13d968399081,blocking,unknown_product_semantics,,,109178,variation,product,unknown_product_semantics,normalize_catalog_row,product_semantics,all_closed_dimensions_unknown_on_parent_product,catalog_rows[].product_semantics + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,E_scope_or_duplication,Parent product semantic evidence is serialized on a variation row then targeted to the variation solely because woo_variation_id is present,high,Separate parent product risk facts from variation identity and reject scope-incompatible codes,true,true,true
71,b3325650-caae-40ef-aa5e-26a821aea043,3efd208f-b148-4568-8591-13d968399081,blocking,unknown_product_semantics,,,109424,variation,product,unknown_product_semantics,normalize_catalog_row,product_semantics,all_closed_dimensions_unknown_on_parent_product,catalog_rows[].product_semantics + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,E_scope_or_duplication,Parent product semantic evidence is serialized on a variation row then targeted to the variation solely because woo_variation_id is present,high,Separate parent product risk facts from variation identity and reject scope-incompatible codes,true,true,true
72,4d9084da-42d4-4f49-a12b-a1f348825af3,3efd208f-b148-4568-8591-13d968399081,blocking,unknown_product_semantics,,,109425,variation,product,unknown_product_semantics,normalize_catalog_row,product_semantics,all_closed_dimensions_unknown_on_parent_product,catalog_rows[].product_semantics + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,E_scope_or_duplication,Parent product semantic evidence is serialized on a variation row then targeted to the variation solely because woo_variation_id is present,high,Separate parent product risk facts from variation identity and reject scope-incompatible codes,true,true,true
73,93d894ec-fc2c-432c-bfbf-233f14722cdd,3efd208f-b148-4568-8591-13d968399081,blocking,unknown_product_semantics,,100344,,product,product,unknown_product_semantics,normalize_catalog_row,product_semantics,all_closed_dimensions_unknown,catalog_rows[].product_semantics + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,C_unknown_by_design,The v2 contract deliberately reports product semantics unknown until reviewed authoritative sources exist,high,Version canonical per-dimension unknown evidence and define whether the aggregate umbrella remains,true,true,true
74,f614801c-ff8c-407f-914f-63fa6e9af581,3efd208f-b148-4568-8591-13d968399081,blocking,unknown_product_semantics,,100684,,product,product,unknown_product_semantics,normalize_catalog_row,product_semantics,all_closed_dimensions_unknown,catalog_rows[].product_semantics + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,C_unknown_by_design,The v2 contract deliberately reports product semantics unknown until reviewed authoritative sources exist,high,Version canonical per-dimension unknown evidence and define whether the aggregate umbrella remains,true,true,true
75,d16e40ac-38c5-4888-b6a1-00155eed9ea6,3efd208f-b148-4568-8591-13d968399081,blocking,unknown_product_semantics,,104303,,product,product,unknown_product_semantics,normalize_catalog_row,product_semantics,all_closed_dimensions_unknown,catalog_rows[].product_semantics + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,C_unknown_by_design,The v2 contract deliberately reports product semantics unknown until reviewed authoritative sources exist,high,Version canonical per-dimension unknown evidence and define whether the aggregate umbrella remains,true,true,true
76,fc9e87dd-ace1-403f-a226-2ed1915afb19,3efd208f-b148-4568-8591-13d968399081,blocking,unknown_product_semantics,,106812,,product,product,unknown_product_semantics,normalize_catalog_row,product_semantics,all_closed_dimensions_unknown,catalog_rows[].product_semantics + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,C_unknown_by_design,The v2 contract deliberately reports product semantics unknown until reviewed authoritative sources exist,high,Version canonical per-dimension unknown evidence and define whether the aggregate umbrella remains,true,true,true
77,1011c4ae-f7c4-49dd-8396-86e50bc7555c,3efd208f-b148-4568-8591-13d968399081,blocking,unknown_product_semantics,,106813,,product,product,unknown_product_semantics,normalize_catalog_row,product_semantics,all_closed_dimensions_unknown,catalog_rows[].product_semantics + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,C_unknown_by_design,The v2 contract deliberately reports product semantics unknown until reviewed authoritative sources exist,high,Version canonical per-dimension unknown evidence and define whether the aggregate umbrella remains,true,true,true
78,d3ba81b2-3314-4f00-b30a-122784574db3,3efd208f-b148-4568-8591-13d968399081,blocking,unknown_product_semantics,,106814,,product,product,unknown_product_semantics,normalize_catalog_row,product_semantics,all_closed_dimensions_unknown,catalog_rows[].product_semantics + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,C_unknown_by_design,The v2 contract deliberately reports product semantics unknown until reviewed authoritative sources exist,high,Version canonical per-dimension unknown evidence and define whether the aggregate umbrella remains,true,true,true
79,5ec92c74-995b-467b-9ba3-36eaa44210ce,3efd208f-b148-4568-8591-13d968399081,blocking,unknown_product_semantics,,106815,,product,product,unknown_product_semantics,normalize_catalog_row,product_semantics,all_closed_dimensions_unknown,catalog_rows[].product_semantics + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,C_unknown_by_design,The v2 contract deliberately reports product semantics unknown until reviewed authoritative sources exist,high,Version canonical per-dimension unknown evidence and define whether the aggregate umbrella remains,true,true,true
80,12aa073e-e7c5-4d7e-a381-5d0b753e4f95,3efd208f-b148-4568-8591-13d968399081,blocking,unknown_product_semantics,,106816,,product,product,unknown_product_semantics,normalize_catalog_row,product_semantics,all_closed_dimensions_unknown,catalog_rows[].product_semantics + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,C_unknown_by_design,The v2 contract deliberately reports product semantics unknown until reviewed authoritative sources exist,high,Version canonical per-dimension unknown evidence and define whether the aggregate umbrella remains,true,true,true
81,e2bbbe1e-92cb-4669-878e-e75466545625,3efd208f-b148-4568-8591-13d968399081,blocking,unknown_product_semantics,,107605,,product,product,unknown_product_semantics,normalize_catalog_row,product_semantics,all_closed_dimensions_unknown,catalog_rows[].product_semantics + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,C_unknown_by_design,The v2 contract deliberately reports product semantics unknown until reviewed authoritative sources exist,high,Version canonical per-dimension unknown evidence and define whether the aggregate umbrella remains,true,true,true
82,a09ad0ee-8048-40ea-b33e-fc0805952c00,3efd208f-b148-4568-8591-13d968399081,blocking,unknown_product_semantics,,107607,,product,product,unknown_product_semantics,normalize_catalog_row,product_semantics,all_closed_dimensions_unknown,catalog_rows[].product_semantics + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,C_unknown_by_design,The v2 contract deliberately reports product semantics unknown until reviewed authoritative sources exist,high,Version canonical per-dimension unknown evidence and define whether the aggregate umbrella remains,true,true,true
83,ce349348-891f-446b-b5e9-7fe5bb8de91e,3efd208f-b148-4568-8591-13d968399081,blocking,unknown_product_semantics,,107611,,product,product,unknown_product_semantics,normalize_catalog_row,product_semantics,all_closed_dimensions_unknown,catalog_rows[].product_semantics + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,C_unknown_by_design,The v2 contract deliberately reports product semantics unknown until reviewed authoritative sources exist,high,Version canonical per-dimension unknown evidence and define whether the aggregate umbrella remains,true,true,true
84,ecdb8910-77c8-4656-addf-caff8cbc2b2c,3efd208f-b148-4568-8591-13d968399081,blocking,unknown_product_semantics,,107926,,product,product,unknown_product_semantics,normalize_catalog_row,product_semantics,all_closed_dimensions_unknown,catalog_rows[].product_semantics + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,C_unknown_by_design,The v2 contract deliberately reports product semantics unknown until reviewed authoritative sources exist,high,Version canonical per-dimension unknown evidence and define whether the aggregate umbrella remains,true,true,true
85,e9a51e04-e6bb-4c2f-8ddd-8eb30d710364,3efd208f-b148-4568-8591-13d968399081,blocking,unknown_product_semantics,,109740,,product,product,unknown_product_semantics,normalize_catalog_row,product_semantics,all_closed_dimensions_unknown,catalog_rows[].product_semantics + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,C_unknown_by_design,The v2 contract deliberately reports product semantics unknown until reviewed authoritative sources exist,high,Version canonical per-dimension unknown evidence and define whether the aggregate umbrella remains,true,true,true
86,f609abff-1500-470f-b4f7-63c4090a3760,3efd208f-b148-4568-8591-13d968399081,blocking,unknown_product_semantics,,109741,,product,product,unknown_product_semantics,normalize_catalog_row,product_semantics,all_closed_dimensions_unknown,catalog_rows[].product_semantics + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,C_unknown_by_design,The v2 contract deliberately reports product semantics unknown until reviewed authoritative sources exist,high,Version canonical per-dimension unknown evidence and define whether the aggregate umbrella remains,true,true,true
87,f455f6ad-c0cd-425d-ab30-1aa6263e9d25,3efd208f-b148-4568-8591-13d968399081,blocking,variation_mapping_required,,,100346,variation,variation,variation_mapping_required,review_reasons,woo_variation_id,positive_variation_identity_present,catalog_rows[].woo_variation_id + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,E_scope_or_duplication,Same canonical code is persisted by independent emitters with incompatible semantics: exact variation blocking source risk versus parent product warning; this is code-level diagnostic overloading not duplicate row identity,medium,Split source and structural diagnostics into authority-specific codes and retain certified aggregate provenance,true,true,true
88,cb63a9cc-31f3-4644-af32-03d47d44faea,3efd208f-b148-4568-8591-13d968399081,blocking,variation_mapping_required,,,100347,variation,variation,variation_mapping_required,review_reasons,woo_variation_id,positive_variation_identity_present,catalog_rows[].woo_variation_id + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,E_scope_or_duplication,Same canonical code is persisted by independent emitters with incompatible semantics: exact variation blocking source risk versus parent product warning; this is code-level diagnostic overloading not duplicate row identity,medium,Split source and structural diagnostics into authority-specific codes and retain certified aggregate provenance,true,true,true
89,0ddf08e0-e9c9-49c0-b503-5739a0ce2307,3efd208f-b148-4568-8591-13d968399081,blocking,variation_mapping_required,,,100349,variation,variation,variation_mapping_required,review_reasons,woo_variation_id,positive_variation_identity_present,catalog_rows[].woo_variation_id + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,E_scope_or_duplication,Same canonical code is persisted by independent emitters with incompatible semantics: exact variation blocking source risk versus parent product warning; this is code-level diagnostic overloading not duplicate row identity,medium,Split source and structural diagnostics into authority-specific codes and retain certified aggregate provenance,true,true,true
90,80c99d05-233b-4be0-8c69-524c178a39b4,3efd208f-b148-4568-8591-13d968399081,blocking,variation_mapping_required,,,100350,variation,variation,variation_mapping_required,review_reasons,woo_variation_id,positive_variation_identity_present,catalog_rows[].woo_variation_id + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,E_scope_or_duplication,Same canonical code is persisted by independent emitters with incompatible semantics: exact variation blocking source risk versus parent product warning; this is code-level diagnostic overloading not duplicate row identity,medium,Split source and structural diagnostics into authority-specific codes and retain certified aggregate provenance,true,true,true
91,1905adb0-2c79-4141-a1d4-43c4ea3bc822,3efd208f-b148-4568-8591-13d968399081,blocking,variation_mapping_required,,,109159,variation,variation,variation_mapping_required,review_reasons,woo_variation_id,positive_variation_identity_present,catalog_rows[].woo_variation_id + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,E_scope_or_duplication,Same canonical code is persisted by independent emitters with incompatible semantics: exact variation blocking source risk versus parent product warning; this is code-level diagnostic overloading not duplicate row identity,medium,Split source and structural diagnostics into authority-specific codes and retain certified aggregate provenance,true,true,true
92,b16579c9-fdde-4067-afcf-8af2a0bd6b4e,3efd208f-b148-4568-8591-13d968399081,blocking,variation_mapping_required,,,109162,variation,variation,variation_mapping_required,review_reasons,woo_variation_id,positive_variation_identity_present,catalog_rows[].woo_variation_id + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,E_scope_or_duplication,Same canonical code is persisted by independent emitters with incompatible semantics: exact variation blocking source risk versus parent product warning; this is code-level diagnostic overloading not duplicate row identity,medium,Split source and structural diagnostics into authority-specific codes and retain certified aggregate provenance,true,true,true
93,8e3e7403-8933-4cd1-8e88-0617f38b0aef,3efd208f-b148-4568-8591-13d968399081,blocking,variation_mapping_required,,,109165,variation,variation,variation_mapping_required,review_reasons,woo_variation_id,positive_variation_identity_present,catalog_rows[].woo_variation_id + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,E_scope_or_duplication,Same canonical code is persisted by independent emitters with incompatible semantics: exact variation blocking source risk versus parent product warning; this is code-level diagnostic overloading not duplicate row identity,medium,Split source and structural diagnostics into authority-specific codes and retain certified aggregate provenance,true,true,true
94,05213f58-0398-4819-b5e0-607eee9fb849,3efd208f-b148-4568-8591-13d968399081,blocking,variation_mapping_required,,,109167,variation,variation,variation_mapping_required,review_reasons,woo_variation_id,positive_variation_identity_present,catalog_rows[].woo_variation_id + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,E_scope_or_duplication,Same canonical code is persisted by independent emitters with incompatible semantics: exact variation blocking source risk versus parent product warning; this is code-level diagnostic overloading not duplicate row identity,medium,Split source and structural diagnostics into authority-specific codes and retain certified aggregate provenance,true,true,true
95,0cd6751e-9116-4c8a-a531-2aa13e0f1ecb,3efd208f-b148-4568-8591-13d968399081,blocking,variation_mapping_required,,,109171,variation,variation,variation_mapping_required,review_reasons,woo_variation_id,positive_variation_identity_present,catalog_rows[].woo_variation_id + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,E_scope_or_duplication,Same canonical code is persisted by independent emitters with incompatible semantics: exact variation blocking source risk versus parent product warning; this is code-level diagnostic overloading not duplicate row identity,medium,Split source and structural diagnostics into authority-specific codes and retain certified aggregate provenance,true,true,true
96,314d0ff0-0e66-4101-a746-90437b11a750,3efd208f-b148-4568-8591-13d968399081,blocking,variation_mapping_required,,,109174,variation,variation,variation_mapping_required,review_reasons,woo_variation_id,positive_variation_identity_present,catalog_rows[].woo_variation_id + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,E_scope_or_duplication,Same canonical code is persisted by independent emitters with incompatible semantics: exact variation blocking source risk versus parent product warning; this is code-level diagnostic overloading not duplicate row identity,medium,Split source and structural diagnostics into authority-specific codes and retain certified aggregate provenance,true,true,true
97,97c5d97c-3807-44f7-a285-0cddb0ea4ef1,3efd208f-b148-4568-8591-13d968399081,blocking,variation_mapping_required,,,109177,variation,variation,variation_mapping_required,review_reasons,woo_variation_id,positive_variation_identity_present,catalog_rows[].woo_variation_id + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,E_scope_or_duplication,Same canonical code is persisted by independent emitters with incompatible semantics: exact variation blocking source risk versus parent product warning; this is code-level diagnostic overloading not duplicate row identity,medium,Split source and structural diagnostics into authority-specific codes and retain certified aggregate provenance,true,true,true
98,fe02da82-9ab5-476a-a787-24e67cc9a056,3efd208f-b148-4568-8591-13d968399081,blocking,variation_mapping_required,,,109178,variation,variation,variation_mapping_required,review_reasons,woo_variation_id,positive_variation_identity_present,catalog_rows[].woo_variation_id + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,E_scope_or_duplication,Same canonical code is persisted by independent emitters with incompatible semantics: exact variation blocking source risk versus parent product warning; this is code-level diagnostic overloading not duplicate row identity,medium,Split source and structural diagnostics into authority-specific codes and retain certified aggregate provenance,true,true,true
99,6c7f32fa-d8ec-45b3-9848-2cf714eb3926,3efd208f-b148-4568-8591-13d968399081,blocking,variation_mapping_required,,,109424,variation,variation,variation_mapping_required,review_reasons,woo_variation_id,positive_variation_identity_present,catalog_rows[].woo_variation_id + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,E_scope_or_duplication,Same canonical code is persisted by independent emitters with incompatible semantics: exact variation blocking source risk versus parent product warning; this is code-level diagnostic overloading not duplicate row identity,medium,Split source and structural diagnostics into authority-specific codes and retain certified aggregate provenance,true,true,true
100,be78adc6-0c65-4e81-b62f-6f20792a0d4b,3efd208f-b148-4568-8591-13d968399081,blocking,variation_mapping_required,,,109425,variation,variation,variation_mapping_required,review_reasons,woo_variation_id,positive_variation_identity_present,catalog_rows[].woo_variation_id + catalog_rows[].risk_codes[],WordPressFeedResponse.parse_page/1,Normalizer.risk_facts/3 -> SourceRisk.from_code/3,Normalizer.source_risk_findings/1,E_scope_or_duplication,Same canonical code is persisted by independent emitters with incompatible semantics: exact variation blocking source risk versus parent product warning; this is code-level diagnostic overloading not duplicate row identity,medium,Split source and structural diagnostics into authority-specific codes and retain certified aggregate provenance,true,true,true
